dex_number,dex_number_int,species_display_name,form_display_name,form_api_name,is_default,types,hp,attack,defense,special_attack,special_defense,speed,abilities,move_count,height,weight,generation,is_legendary,is_mythical
0879,879,Copperajah,Copperajah Gmax,copperajah-gmax,False,steel,122,130,69,80,69,30,Sheer Force|Heavy Metal,0,230,10000,generation-viii,False,False
0880,880,Dracozolt,Dracozolt,dracozolt,True,electric|dragon,90,100,90,80,70,75,Volt Absorb|Hustle|Sand Rush,58,18,1900,generation-viii,False,False
0881,881,Arctozolt,Arctozolt,arctozolt,True,electric|ice,90,100,90,90,80,55,Volt Absorb|Static|Slush Rush,54,23,1500,generation-viii,False,False
0882,882,Dracovish,Dracovish,dracovish,True,water|dragon,90,90,100,70,80,75,Water Absorb|Strong Jaw|Sand Rush,50,23,2150,generation-viii,False,False
0883,883,Arctovish,Arctovish,arctovish,True,water|ice,90,90,100,80,90,55,Water Absorb|Ice Body|Slush Rush,45,20,1750,generation-viii,False,False
0884,884,Duraludon,Duraludon,duraludon,True,steel|dragon,70,95,115,120,50,85,Light Metal|Heavy Metal|Stalwart,60,18,400,generation-viii,False,False
0884,884,Duraludon,Duraludon Gmax,duraludon-gmax,False,steel|dragon,70,95,115,120,50,85,Light Metal|Heavy Metal|Stalwart,0,430,10000,generation-viii,False,False
0885,885,Dreepy,Dreepy,dreepy,True,dragon|ghost,28,60,30,40,30,82,Clear Body|Infiltrator|Cursed Body,26,5,20,generation-viii,False,False
0886,886,Drakloak,Drakloak,drakloak,True,dragon|ghost,68,80,50,60,50,102,Clear Body|Infiltrator|Cursed Body,59,14,110,generation-viii,False,False
0887,887,Dragapult,Dragapult,dragapult,True,dragon|ghost,88,120,75,100,75,142,Clear Body|Infiltrator|Cursed Body,69,30,500,generation-viii,False,False
0888,888,Zacian,Zacian,zacian,True,fairy,92,120,115,80,115,138,Intrepid Sword,63,28,1100,generation-viii,True,False
0888,888,Zacian,Zacian Crowned,zacian-crowned,False,fairy|steel,92,150,115,80,115,148,Intrepid Sword,63,28,3550,generation-viii,True,False
0889,889,Zamazenta,Zamazenta,zamazenta,True,fighting,92,120,115,80,115,138,Dauntless Shield,68,29,2100,generation-viii,True,False
0889,889,Zamazenta,Zamazenta Crowned,zamazenta-crowned,False,fighting|steel,92,120,140,80,140,128,Dauntless Shield,68,29,7850,generation-viii,True,False
0890,890,Eternatus,Eternatus,eternatus,True,poison|dragon,140,85,95,145,95,130,Pressure,53,200,9500,generation-viii,True,False
0890,890,Eternatus,Eternatus Eternamax,eternatus-eternamax,False,poison|dragon,255,115,250,125,250,130,Pressure,43,1000,0,generation-viii,True,False
0891,891,Kubfu,Kubfu,kubfu,True,fighting,60,90,60,53,50,72,Inner Focus,48,6,120,generation-viii,True,False
0892,892,Urshifu,Urshifu Single Strike,urshifu-single-strike,True,fighting|dark,100,130,100,63,60,97,Unseen Fist,75,19,1050,generation-viii,True,False
0892,892,Urshifu,Urshifu Rapid Strike,urshifu-rapid-strike,False,fighting|water,100,130,100,63,60,97,Unseen Fist,72,19,1050,generation-viii,True,False
0892,892,Urshifu,Urshifu Single Strike Gmax,urshifu-single-strike-gmax,False,fighting|dark,100,130,100,63,60,97,Unseen Fist,0,290,10000,generation-viii,True,False
0892,892,Urshifu,Urshifu Rapid Strike Gmax,urshifu-rapid-strike-gmax,False,fighting|water,100,130,100,63,60,97,Unseen Fist,0,260,10000,generation-viii,True,False
0893,893,Zarude,Zarude,zarude,True,dark|grass,105,120,105,70,95,105,Leaf Guard,82,18,700,generation-viii,False,True
0893,893,Zarude,Zarude Dada,zarude-dada,False,dark|grass,105,120,105,70,95,105,Leaf Guard,80,18,700,generation-viii,False,True
0894,894,Regieleki,Regieleki,regieleki,True,electric,80,100,50,100,50,200,Transistor,47,12,1450,generation-viii,True,False
0895,895,Regidrago,Regidrago,regidrago,True,dragon,200,100,50,100,50,80,Dragons Maw,43,21,2000,generation-viii,True,False
0896,896,Glastrier,Glastrier,glastrier,True,ice,100,145,130,65,110,30,Chilling Neigh,55,22,8000,generation-viii,True,False
0897,897,Spectrier,Spectrier,spectrier,True,ghost,100,65,60,145,80,130,Grim Neigh,50,20,445,generation-viii,True,False
0898,898,Calyrex,Calyrex,calyrex,True,psychic|grass,100,80,80,80,80,80,Unnerve,69,11,77,generation-viii,True,False
0898,898,Calyrex,Calyrex Ice,calyrex-ice,False,psychic|ice,100,165,150,85,130,50,As One Glastrier,104,24,8091,generation-viii,True,False
0898,898,Calyrex,Calyrex Shadow,calyrex-shadow,False,psychic|ghost,100,85,80,165,100,150,As One Spectrier,94,24,536,generation-viii,True,False
0899,899,Wyrdeer,Wyrdeer,wyrdeer,True,normal|psychic,103,105,72,105,75,65,Intimidate|Frisk|Sap Sipper,68,18,951,generation-viii,False,False
0900,900,Kleavor,Kleavor,kleavor,True,bug|rock,70,135,95,45,70,85,Swarm|Sheer Force|Sharpness,56,18,890,generation-viii,False,False
0901,901,Ursaluna,Ursaluna,ursaluna,True,ground|normal,130,140,105,45,80,50,Guts|Bulletproof|Unnerve,77,24,2900,generation-viii,False,False
0901,901,Ursaluna,Ursaluna Bloodmoon,ursaluna-bloodmoon,False,ground|normal,113,70,120,135,65,52,Minds Eye,77,24,2900,generation-viii,False,False
0902,902,Basculegion,Basculegion Male,basculegion-male,True,water|ghost,120,112,65,80,75,78,Swift Swim|Adaptability|Mold Breaker,54,30,1100,generation-viii,False,False
0902,902,Basculegion,Basculegion Female,basculegion-female,False,water|ghost,120,92,65,100,75,78,Swift Swim|Adaptability|Mold Breaker,53,30,1100,generation-viii,False,False
0903,903,Sneasler,Sneasler,sneasler,True,fighting|poison,80,130,60,40,80,120,Pressure|Unburden|Poison Touch,65,13,430,generation-viii,False,False
0904,904,Overqwil,Overqwil,overqwil,True,dark|poison,85,115,95,65,65,85,Poison Point|Swift Swim|Intimidate,63,25,605,generation-viii,False,False
0905,905,Enamorus,Enamorus Incarnate,enamorus-incarnate,True,fairy|flying,74,115,70,135,80,106,Cute Charm|Contrary,54,16,480,generation-viii,True,False
0905,905,Enamorus,Enamorus Therian,enamorus-therian,False,fairy|flying,74,115,110,135,100,46,Overcoat,51,16,480,generation-viii,True,False
0906,906,Sprigatito,Sprigatito,sprigatito,True,grass,40,61,54,45,45,65,Overgrow|Protean,46,4,41,generation-ix,False,False
0907,907,Floragato,Floragato,floragato,True,grass,61,80,63,60,63,83,Overgrow|Protean,47,9,122,generation-ix,False,False
0908,908,Meowscarada,Meowscarada,meowscarada,True,grass|dark,76,110,70,81,70,123,Overgrow|Protean,72,15,312,generation-ix,False,False
0909,909,Fuecoco,Fuecoco,fuecoco,True,fire,67,45,59,63,40,36,Blaze|Unaware,45,4,98,generation-ix,False,False
0910,910,Crocalor,Crocalor,crocalor,True,fire,81,55,78,90,58,49,Blaze|Unaware,43,10,307,generation-ix,False,False
0911,911,Skeledirge,Skeledirge,skeledirge,True,fire|ghost,104,75,100,110,75,66,Blaze|Unaware,61,16,3265,generation-ix,False,False
0912,912,Quaxly,Quaxly,quaxly,True,water,55,65,45,50,45,50,Torrent|Moxie,39,5,61,generation-ix,False,False
0913,913,Quaxwell,Quaxwell,quaxwell,True,water,70,85,65,65,60,65,Torrent|Moxie,40,12,215,generation-ix,False,False
0914,914,Quaquaval,Quaquaval,quaquaval,True,water|fighting,85,120,80,85,75,85,Torrent|Moxie,65,18,619,generation-ix,False,False
0915,915,Lechonk,Lechonk,lechonk,True,normal,54,45,40,35,45,35,Aroma Veil|Gluttony|Thick Fat,42,5,102,generation-ix,False,False
0916,916,Oinkologne,Oinkologne Male,oinkologne-male,True,normal,110,100,75,59,80,65,Lingering Aroma|Gluttony|Thick Fat,47,10,1200,generation-ix,False,False
0916,916,Oinkologne,Oinkologne Female,oinkologne-female,False,normal,115,90,70,59,90,65,Aroma Veil|Gluttony|Thick Fat,47,10,1200,generation-ix,False,False
0917,917,Tarountula,Tarountula,tarountula,True,bug,35,41,45,29,40,20,Insomnia|Stakeout,44,3,40,generation-ix,False,False
0918,918,Spidops,Spidops,spidops,True,bug,60,79,92,52,86,35,Insomnia|Stakeout,55,10,165,generation-ix,False,False
0919,919,Nymble,Nymble,nymble,True,bug,33,46,40,21,25,45,Swarm|Tinted Lens,31,2,10,generation-ix,False,False
0920,920,Lokix,Lokix,lokix,True,bug|dark,71,102,78,52,55,92,Swarm|Tinted Lens,50,10,175,generation-ix,False,False
0921,921,Pawmi,Pawmi,pawmi,True,electric,45,50,20,40,25,60,Static|Natural Cure|Iron Fist,49,3,25,generation-ix,False,False
0922,922,Pawmo,Pawmo,pawmo,True,electric|fighting,60,75,40,50,40,85,Volt Absorb|Natural Cure|Iron Fist,53,4,65,generation-ix,False,False
0923,923,Pawmot,Pawmot,pawmot,True,electric|fighting,70,115,70,70,60,105,Volt Absorb|Natural Cure|Iron Fist,71,9,410,generation-ix,False,False
0924,924,Tandemaus,Tandemaus,tandemaus,True,normal,50,50,45,40,45,75,Run Away|Pickup|Own Tempo,49,3,18,generation-ix,False,False
0925,925,Maushold,Maushold Family Of Four,maushold-family-of-four,True,normal,74,75,70,65,75,111,Friend Guard|Cheek Pouch|Technician,49,3,23,generation-ix,False,False
0925,925,Maushold,Maushold Family Of Three,maushold-family-of-three,False,normal,74,75,70,65,75,111,Friend Guard|Cheek Pouch|Technician,49,3,28,generation-ix,False,False
0926,926,Fidough,Fidough,fidough,True,fairy,37,55,70,30,55,65,Own Tempo|Klutz,48,3,109,generation-ix,False,False
0927,927,Dachsbun,Dachsbun,dachsbun,True,fairy,57,80,115,50,80,95,Well Baked Body|Aroma Veil,48,5,149,generation-ix,False,False
0928,928,Smoliv,Smoliv,smoliv,True,grass|normal,41,35,45,58,51,30,Early Bird|Harvest,36,3,65,generation-ix,False,False
0929,929,Dolliv,Dolliv,dolliv,True,grass|normal,52,53,60,78,78,33,Early Bird|Harvest,33,6,119,generation-ix,False,False
0930,930,Arboliva,Arboliva,arboliva,True,grass|normal,78,69,90,125,109,39,Seed Sower|Harvest,49,14,482,generation-ix,False,False
0931,931,Squawkabilly,Squawkabilly Green Plumage,squawkabilly-green-plumage,True,normal|flying,82,96,51,45,51,92,Intimidate|Hustle|Guts,47,6,24,generation-ix,False,False
0931,931,Squawkabilly,Squawkabilly Blue Plumage,squawkabilly-blue-plumage,False,normal|flying,82,96,51,45,51,92,Intimidate|Hustle|Guts,47,6,24,generation-ix,False,False
0931,931,Squawkabilly,Squawkabilly Yellow Plumage,squawkabilly-yellow-plumage,False,normal|flying,82,96,51,45,51,92,Intimidate|Hustle|Sheer Force,47,6,24,generation-ix,False,False
0931,931,Squawkabilly,Squawkabilly White Plumage,squawkabilly-white-plumage,False,normal|flying,82,96,51,45,51,92,Intimidate|Hustle|Sheer Force,47,6,24,generation-ix,False,False
0932,932,Nacli,Nacli,nacli,True,rock,55,55,75,35,35,25,Purifying Salt|Sturdy|Clear Body,39,4,160,generation-ix,False,False
0933,933,Naclstack,Naclstack,naclstack,True,rock,60,60,100,35,65,35,Purifying Salt|Sturdy|Clear Body,42,6,1050,generation-ix,False,False
0934,934,Garganacl,Garganacl,garganacl,True,rock,100,100,130,45,90,35,Purifying Salt|Sturdy|Clear Body,57,23,2400,generation-ix,False,False
0935,935,Charcadet,Charcadet,charcadet,True,fire,40,50,40,50,40,35,Flash Fire|Flame Body,28,6,105,generation-ix,False,False
0936,936,Armarouge,Armarouge,armarouge,True,fire|psychic,85,60,100,125,80,75,Flash Fire|Weak Armor,58,15,850,generation-ix,False,False
0937,937,Ceruledge,Ceruledge,ceruledge,True,fire|ghost,75,125,80,60,100,85,Flash Fire|Weak Armor,58,16,620,generation-ix,False,False
0938,938,Tadbulb,Tadbulb,tadbulb,True,electric,61,31,41,59,35,45,Own Tempo|Static|Damp,40,3,4,generation-ix,False,False
0939,939,Bellibolt,Bellibolt,bellibolt,True,electric,109,64,91,103,83,45,Electromorphosis|Static|Damp,43,12,1130,generation-ix,False,False
0940,940,Wattrel,Wattrel,wattrel,True,electric|flying,40,40,35,55,40,70,Wind Power|Volt Absorb|Competitive,46,4,36,generation-ix,False,False
0941,941,Kilowattrel,Kilowattrel,kilowattrel,True,electric|flying,70,70,60,105,60,125,Wind Power|Volt Absorb|Competitive,47,14,386,generation-ix,False,False
0942,942,Maschiff,Maschiff,maschiff,True,dark,60,78,60,40,51,51,Intimidate|Run Away|Stakeout,43,5,160,generation-ix,False,False
0943,943,Mabosstiff,Mabosstiff,mabosstiff,True,dark,80,120,90,60,70,85,Intimidate|Guard Dog|Stakeout,50,11,610,generation-ix,False,False
0944,944,Shroodle,Shroodle,shroodle,True,poison|normal,40,65,35,40,35,75,Unburden|Pickpocket|Prankster,53,2,7,generation-ix,False,False
0945,945,Grafaiai,Grafaiai,grafaiai,True,poison|normal,63,95,65,80,72,110,Unburden|Poison Touch|Prankster,56,7,272,generation-ix,False,False
0946,946,Bramblin,Bramblin,bramblin,True,grass|ghost,40,65,30,45,35,60,Wind Rider|Infiltrator,44,6,6,generation-ix,False,False
0947,947,Brambleghast,Brambleghast,brambleghast,True,grass|ghost,55,115,70,80,70,90,Wind Rider|Infiltrator,47,12,60,generation-ix,False,False
0948,948,Toedscool,Toedscool,toedscool,True,ground|grass,40,40,35,50,100,70,Mycelium Might,58,9,330,generation-ix,False,False
0949,949,Toedscruel,Toedscruel,toedscruel,True,ground|grass,80,70,65,80,120,100,Mycelium Might,56,19,580,generation-ix,False,False
0950,950,Klawf,Klawf,klawf,True,rock,70,100,115,35,55,75,Anger Shell|Shell Armor|Regenerator,53,13,790,generation-ix,False,False
0951,951,Capsakid,Capsakid,capsakid,True,grass,50,62,40,62,40,50,Chlorophyll|Insomnia|Klutz,39,3,30,generation-ix,False,False
0952,952,Scovillain,Scovillain,scovillain,True,grass|fire,65,108,65,108,65,75,Chlorophyll|Insomnia|Moody,47,9,150,generation-ix,False,False
0952,952,Scovillain,Scovillain Mega,scovillain-mega,False,grass|fire,65,138,85,138,85,75,Spicy Spray,0,12,220,generation-ix,False,False
0953,953,Rellor,Rellor,rellor,True,bug,41,50,60,31,58,30,Compound Eyes|Shed Skin,33,2,10,generation-ix,False,False
0954,954,Rabsca,Rabsca,rabsca,True,bug|psychic,75,50,85,115,100,45,Synchronize|Telepathy,68,3,35,generation-ix,False,False
0955,955,Flittle,Flittle,flittle,True,psychic,30,35,30,55,30,75,Anticipation|Frisk|Speed Boost,45,2,15,generation-ix,False,False
0956,956,Espathra,Espathra,espathra,True,psychic,95,60,60,101,60,105,Opportunist|Frisk|Speed Boost,62,19,900,generation-ix,False,False
0957,957,Tinkatink,Tinkatink,tinkatink,True,fairy|steel,50,45,45,35,64,58,Mold Breaker|Own Tempo|Pickpocket,46,4,89,generation-ix,False,False
0958,958,Tinkatuff,Tinkatuff,tinkatuff,True,fairy|steel,65,55,55,45,82,78,Mold Breaker|Own Tempo|Pickpocket,44,7,591,generation-ix,False,False
0959,959,Tinkaton,Tinkaton,tinkaton,True,fairy|steel,85,75,77,70,105,94,Mold Breaker|Own Tempo|Pickpocket,49,7,1128,generation-ix,False,False
0960,960,Wiglett,Wiglett,wiglett,True,water,10,55,25,35,25,95,Gooey|Rattled|Sand Veil,39,12,18,generation-ix,False,False
0961,961,Wugtrio,Wugtrio,wugtrio,True,water,35,100,50,50,70,120,Gooey|Rattled|Sand Veil,41,12,54,generation-ix,False,False
0962,962,Bombirdier,Bombirdier,bombirdier,True,flying|dark,70,103,85,60,85,82,Big Pecks|Keen Eye|Rocky Payload,60,15,429,generation-ix,False,False
0963,963,Finizen,Finizen,finizen,True,water,70,45,40,45,40,75,Water Veil,44,13,602,generation-ix,False,False
0964,964,Palafin,Palafin Zero,palafin-zero,True,water,100,70,72,53,62,100,Zero To Hero,62,13,602,generation-ix,False,False
0964,964,Palafin,Palafin Hero,palafin-hero,False,water,100,160,97,106,87,100,Zero To Hero,62,18,974,generation-ix,False,False
0965,965,Varoom,Varoom,varoom,True,steel|poison,45,70,63,30,45,47,Overcoat|Slow Start,46,10,350,generation-ix,False,False
0966,966,Revavroom,Revavroom,revavroom,True,steel|poison,80,119,90,54,67,90,Overcoat|Filter,55,18,1200,generation-ix,False,False
0967,967,Cyclizar,Cyclizar,cyclizar,True,dragon|normal,70,95,65,85,65,121,Shed Skin|Regenerator,56,16,630,generation-ix,False,False
0968,968,Orthworm,Orthworm,orthworm,True,steel,70,85,145,60,55,65,Earth Eater|Sand Veil,44,25,3100,generation-ix,False,False
0969,969,Glimmet,Glimmet,glimmet,True,rock|poison,48,35,42,105,60,60,Toxic Debris|Corrosion,41,7,80,generation-ix,False,False
0970,970,Glimmora,Glimmora,glimmora,True,rock|poison,83,55,90,130,81,86,Toxic Debris|Corrosion,47,15,450,generation-ix,False,False
0970,970,Glimmora,Glimmora Mega,glimmora-mega,False,rock|poison,83,90,105,150,96,101,Adaptability,0,28,770,generation-ix,False,False
0971,971,Greavard,Greavard,greavard,True,ghost,50,61,60,30,55,34,Pickup|Fluffy,52,6,350,generation-ix,False,False
0972,972,Houndstone,Houndstone,houndstone,True,ghost,72,101,100,50,97,68,Sand Rush|Fluffy,50,20,150,generation-ix,False,False
0973,973,Flamigo,Flamigo,flamigo,True,flying|fighting,82,115,74,75,64,90,Scrappy|Tangled Feet|Costar,54,16,370,generation-ix,False,False
0974,974,Cetoddle,Cetoddle,cetoddle,True,ice,108,68,45,30,40,43,Thick Fat|Snow Cloak|Sheer Force,48,12,450,generation-ix,False,False
0975,975,Cetitan,Cetitan,cetitan,True,ice,170,113,65,45,55,73,Thick Fat|Slush Rush|Sheer Force,46,45,7000,generation-ix,False,False
0976,976,Veluza,Veluza,veluza,True,water|psychic,90,102,73,78,65,70,Mold Breaker|Sharpness,48,25,900,generation-ix,False,False
0977,977,Dondozo,Dondozo,dondozo,True,water,150,100,115,65,65,35,Unaware|Oblivious|Water Veil,46,120,2200,generation-ix,False,False
0978,978,Tatsugiri,Tatsugiri Curly,tatsugiri-curly,True,dragon|water,68,50,60,120,95,82,Commander|Storm Drain,36,3,80,generation-ix,False,False
0978,978,Tatsugiri,Tatsugiri Droopy,tatsugiri-droopy,False,dragon|water,68,50,60,120,95,82,Commander|Storm Drain,36,3,80,generation-ix,False,False
0978,978,Tatsugiri,Tatsugiri Stretchy,tatsugiri-stretchy,False,dragon|water,68,50,60,120,95,82,Commander|Storm Drain,36,3,80,generation-ix,False,False
0978,978,Tatsugiri,Tatsugiri Curly Mega,tatsugiri-curly-mega,False,dragon|water,68,65,90,135,125,92,,0,6,240,generation-ix,False,False
0978,978,Tatsugiri,Tatsugiri Droopy Mega,tatsugiri-droopy-mega,False,dragon|water,68,65,90,135,125,92,,0,6,240,generation-ix,False,False
0978,978,Tatsugiri,Tatsugiri Stretchy Mega,tatsugiri-stretchy-mega,False,dragon|water,68,65,90,135,125,92,,0,6,240,generation-ix,False,False
0979,979,Annihilape,Annihilape,annihilape,True,fighting|ghost,110,115,80,50,90,90,Vital Spirit|Inner Focus|Defiant,77,12,560,generation-ix,False,False
0980,980,Clodsire,Clodsire,clodsire,True,poison|ground,130,75,60,45,100,20,Poison Point|Water Absorb|Unaware,58,18,2230,generation-ix,False,False
0981,981,Farigiraf,Farigiraf,farigiraf,True,normal|psychic,120,90,70,110,70,60,Cud Chew|Armor Tail|Sap Sipper,74,32,1600,generation-ix,False,False
0982,982,Dudunsparce,Dudunsparce Two Segment,dudunsparce-two-segment,True,normal,125,100,80,85,75,55,Serene Grace|Run Away|Rattled,86,36,392,generation-ix,False,False
0982,982,Dudunsparce,Dudunsparce Three Segment,dudunsparce-three-segment,False,normal,125,100,80,85,75,55,Serene Grace|Run Away|Rattled,86,45,474,generation-ix,False,False
0983,983,Kingambit,Kingambit,kingambit,True,dark|steel,100,135,120,60,85,50,Defiant|Supreme Overlord|Pressure,58,20,1200,generation-ix,False,False
0984,984,Great Tusk,Great Tusk,great-tusk,True,ground|fighting,115,131,131,53,53,87,Protosynthesis,58,22,3200,generation-ix,False,False
0985,985,Scream Tail,Scream Tail,scream-tail,True,fairy|psychic,115,65,99,65,115,111,Protosynthesis,80,12,80,generation-ix,False,False
0986,986,Brute Bonnet,Brute Bonnet,brute-bonnet,True,grass|dark,111,127,99,79,99,55,Protosynthesis,51,12,210,generation-ix,False,False
0987,987,Flutter Mane,Flutter Mane,flutter-mane,True,ghost|fairy,55,55,55,135,135,135,Protosynthesis,49,14,40,generation-ix,False,False
0988,988,Slither Wing,Slither Wing,slither-wing,True,bug|fighting,85,135,79,85,105,81,Protosynthesis,57,32,920,generation-ix,False,False
0989,989,Sandy Shocks,Sandy Shocks,sandy-shocks,True,electric|ground,85,81,97,121,85,101,Protosynthesis,54,23,600,generation-ix,False,False
0990,990,Iron Treads,Iron Treads,iron-treads,True,ground|steel,90,112,120,72,70,106,Quark Drive,51,9,2400,generation-ix,False,False
0991,991,Iron Bundle,Iron Bundle,iron-bundle,True,ice|water,56,80,114,124,60,136,Quark Drive,41,6,110,generation-ix,False,False
0992,992,Iron Hands,Iron Hands,iron-hands,True,fighting|electric,154,140,108,50,68,50,Quark Drive,56,18,3807,generation-ix,False,False
0993,993,Iron Jugulis,Iron Jugulis,iron-jugulis,True,dark|flying,94,80,86,122,80,108,Quark Drive,56,13,1110,generation-ix,False,False
0994,994,Iron Moth,Iron Moth,iron-moth,True,fire|poison,80,70,60,140,110,110,Quark Drive,52,12,360,generation-ix,False,False
0995,995,Iron Thorns,Iron Thorns,iron-thorns,True,rock|electric,100,134,110,70,84,72,Quark Drive,75,16,3030,generation-ix,False,False
0996,996,Frigibax,Frigibax,frigibax,True,dragon|ice,65,75,45,35,45,55,Thermal Exchange|Ice Body,35,5,170,generation-ix,False,False
0997,997,Arctibax,Arctibax,arctibax,True,dragon|ice,90,95,66,45,65,62,Thermal Exchange|Ice Body,36,8,300,generation-ix,False,False
0998,998,Baxcalibur,Baxcalibur,baxcalibur,True,dragon|ice,115,145,92,75,86,87,Thermal Exchange|Ice Body,53,21,2100,generation-ix,False,False
0998,998,Baxcalibur,Baxcalibur Mega,baxcalibur-mega,False,dragon|ice,115,175,117,105,101,87,,0,21,3150,generation-ix,False,False
0999,999,Gimmighoul,Gimmighoul,gimmighoul,True,ghost,45,30,70,75,70,10,Rattled,18,3,50,generation-ix,False,False
0999,999,Gimmighoul,Gimmighoul Roaming,gimmighoul-roaming,False,ghost,45,30,25,75,45,80,Run Away,18,1,10,generation-ix,False,False
1000,1000,Gholdengo,Gholdengo,gholdengo,True,steel|ghost,87,60,95,133,91,84,Good As Gold,45,12,300,generation-ix,False,False
1001,1001,Wo Chien,Wo Chien,wo-chien,True,dark|grass,85,85,100,95,135,70,Tablets Of Ruin,52,15,742,generation-ix,True,False
1002,1002,Chien Pao,Chien Pao,chien-pao,True,dark|ice,80,120,80,90,65,135,Sword Of Ruin,45,19,1522,generation-ix,True,False
1003,1003,Ting Lu,Ting Lu,ting-lu,True,dark|ground,155,110,125,55,80,45,Vessel Of Ruin,46,27,6997,generation-ix,True,False
1004,1004,Chi Yu,Chi Yu,chi-yu,True,dark|fire,55,80,80,135,120,100,Beads Of Ruin,46,4,49,generation-ix,True,False
1005,1005,Roaring Moon,Roaring Moon,roaring-moon,True,dragon|dark,105,139,71,55,101,119,Protosynthesis,68,20,3800,generation-ix,False,False
1006,1006,Iron Valiant,Iron Valiant,iron-valiant,True,fairy|fighting,74,130,90,120,60,116,Quark Drive,80,14,350,generation-ix,False,False
1007,1007,Koraidon,Koraidon,koraidon,True,fighting|dragon,100,135,115,85,100,135,Orichalcum Pulse,72,25,3030,generation-ix,True,False
1007,1007,Koraidon,Koraidon Limited Build,koraidon-limited-build,False,fighting|dragon,100,135,115,85,100,135,Orichalcum Pulse,68,35,3030,generation-ix,True,False
1007,1007,Koraidon,Koraidon Sprinting Build,koraidon-sprinting-build,False,fighting|dragon,100,135,115,85,100,135,Orichalcum Pulse,68,35,3030,generation-ix,True,False
1007,1007,Koraidon,Koraidon Swimming Build,koraidon-swimming-build,False,fighting|dragon,100,135,115,85,100,135,Orichalcum Pulse,68,35,3030,generation-ix,True,False
1007,1007,Koraidon,Koraidon Gliding Build,koraidon-gliding-build,False,fighting|dragon,100,135,115,85,100,135,Orichalcum Pulse,68,35,3030,generation-ix,True,False
1008,1008,Miraidon,Miraidon,miraidon,True,electric|dragon,100,85,100,135,115,135,Hadron Engine,56,35,2400,generation-ix,True,False
1008,1008,Miraidon,Miraidon Low Power Mode,miraidon-low-power-mode,False,electric|dragon,100,85,100,135,115,135,Hadron Engine,54,28,2400,generation-ix,True,False
1008,1008,Miraidon,Miraidon Drive Mode,miraidon-drive-mode,False,electric|dragon,100,85,100,135,115,135,Hadron Engine,54,28,2400,generation-ix,True,False
1008,1008,Miraidon,Miraidon Aquatic Mode,miraidon-aquatic-mode,False,electric|dragon,100,85,100,135,115,135,Hadron Engine,54,28,2400,generation-ix,True,False
1008,1008,Miraidon,Miraidon Glide Mode,miraidon-glide-mode,False,electric|dragon,100,85,100,135,115,135,Hadron Engine,54,28,2400,generation-ix,True,False
1009,1009,Walking Wake,Walking Wake,walking-wake,True,water|dragon,99,83,91,125,83,109,Protosynthesis,52,35,2800,generation-ix,False,False
1010,1010,Iron Leaves,Iron Leaves,iron-leaves,True,grass|psychic,90,130,88,70,108,104,Quark Drive,57,15,1250,generation-ix,False,False
1011,1011,Dipplin,Dipplin,dipplin,True,grass|dragon,80,80,110,95,80,40,Supersweet Syrup|Gluttony|Sticky Hold,44,4,97,generation-ix,False,False
1012,1012,Poltchageist,Poltchageist,poltchageist,True,grass|ghost,40,45,45,74,54,50,Hospitality|Heatproof,38,1,11,generation-ix,False,False
1013,1013,Sinistcha,Sinistcha,sinistcha,True,grass|ghost,71,60,106,121,80,70,Hospitality|Heatproof,41,2,22,generation-ix,False,False
1014,1014,Okidogi,Okidogi,okidogi,True,poison|fighting,88,128,115,58,86,80,Toxic Chain|Guard Dog,65,18,922,generation-ix,True,False
1015,1015,Munkidori,Munkidori,munkidori,True,poison|psychic,88,75,66,130,90,106,Toxic Chain|Frisk,56,10,122,generation-ix,True,False
1016,1016,Fezandipiti,Fezandipiti,fezandipiti,True,poison|fairy,88,91,82,70,125,99,Toxic Chain|Technician,63,14,301,generation-ix,True,False
1017,1017,Ogerpon,Ogerpon,ogerpon,True,grass,80,120,84,60,96,110,Defiant,62,12,398,generation-ix,True,False
1017,1017,Ogerpon,Ogerpon Wellspring Mask,ogerpon-wellspring-mask,False,grass|water,80,120,84,60,96,110,Water Absorb,62,12,398,generation-ix,True,False
1017,1017,Ogerpon,Ogerpon Hearthflame Mask,ogerpon-hearthflame-mask,False,grass|fire,80,120,84,60,96,110,Mold Breaker,62,12,398,generation-ix,True,False
1017,1017,Ogerpon,Ogerpon Cornerstone Mask,ogerpon-cornerstone-mask,False,grass|rock,80,120,84,60,96,110,Sturdy,62,12,398,generation-ix,True,False
1018,1018,Archaludon,Archaludon,archaludon,True,steel|dragon,90,105,130,125,65,85,Stamina|Sturdy|Stalwart,59,20,600,generation-ix,False,False
1019,1019,Hydrapple,Hydrapple,hydrapple,True,grass|dragon,106,80,110,120,80,44,Supersweet Syrup|Regenerator|Sticky Hold,59,18,930,generation-ix,False,False
1020,1020,Gouging Fire,Gouging Fire,gouging-fire,True,fire|dragon,105,115,121,65,93,91,Protosynthesis,61,35,5900,generation-ix,False,False
1021,1021,Raging Bolt,Raging Bolt,raging-bolt,True,electric|dragon,125,73,91,137,89,75,Protosynthesis,55,52,4800,generation-ix,False,False
1022,1022,Iron Boulder,Iron Boulder,iron-boulder,True,rock|psychic,90,120,80,68,108,124,Quark Drive,49,15,1625,generation-ix,False,False
