display_name,species_display_name,form_display_name,dex_number,sprite_form,form_api_name,is_shiny,sprite_type,types,base_stats,original_filename,local_filename,local_path,source_page,image_url
Meganium,Meganium,Meganium,0154,Mega,meganium,True,shiny,grass,"{""hp"": 80, ""attack"": 82, ""defense"": 100, ""special_attack"": 83, ""special_defense"": 100, ""speed"": 80}",Menu CP 0154-Mega shiny.png,Menu_CP_0154-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0154-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0154-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/9/91/Menu_CP_0154-Mega_shiny.png
Typhlosion,Typhlosion,Typhlosion,0157,,typhlosion,True,shiny,fire,"{""hp"": 78, ""attack"": 84, ""defense"": 78, ""special_attack"": 109, ""special_defense"": 85, ""speed"": 100}",Menu CP 0157 shiny.png,Menu_CP_0157_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0157_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0157_shiny.png,https://archives.bulbagarden.net/media/upload/c/c8/Menu_CP_0157_shiny.png
Typhlosion Hisui,Typhlosion,Typhlosion Hisui,0157,Hisui,typhlosion-hisui,True,shiny,fire|ghost,"{""hp"": 73, ""attack"": 84, ""defense"": 78, ""special_attack"": 119, ""special_defense"": 85, ""speed"": 95}",Menu CP 0157-Hisui shiny.png,Menu_CP_0157-Hisui_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0157-Hisui_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0157-Hisui_shiny.png,https://archives.bulbagarden.net/media/upload/8/89/Menu_CP_0157-Hisui_shiny.png
Feraligatr,Feraligatr,Feraligatr,0160,,feraligatr,True,shiny,water,"{""hp"": 85, ""attack"": 105, ""defense"": 100, ""special_attack"": 79, ""special_defense"": 83, ""speed"": 78}",Menu CP 0160 shiny.png,Menu_CP_0160_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0160_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0160_shiny.png,https://archives.bulbagarden.net/media/upload/a/ad/Menu_CP_0160_shiny.png
Feraligatr Mega,Feraligatr,Feraligatr Mega,0160,Mega,feraligatr-mega,True,shiny,water|dragon,"{""hp"": 85, ""attack"": 160, ""defense"": 125, ""special_attack"": 89, ""special_defense"": 93, ""speed"": 78}",Menu CP 0160-Mega shiny.png,Menu_CP_0160-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0160-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0160-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/a/a7/Menu_CP_0160-Mega_shiny.png
Ariados,Ariados,Ariados,0168,,ariados,True,shiny,bug|poison,"{""hp"": 70, ""attack"": 90, ""defense"": 70, ""special_attack"": 60, ""special_defense"": 70, ""speed"": 40}",Menu CP 0168 shiny.png,Menu_CP_0168_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0168_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0168_shiny.png,https://archives.bulbagarden.net/media/upload/1/1f/Menu_CP_0168_shiny.png
Ampharos,Ampharos,Ampharos,0181,,ampharos,True,shiny,electric,"{""hp"": 90, ""attack"": 75, ""defense"": 85, ""special_attack"": 115, ""special_defense"": 90, ""speed"": 55}",Menu CP 0181 shiny.png,Menu_CP_0181_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0181_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0181_shiny.png,https://archives.bulbagarden.net/media/upload/6/6d/Menu_CP_0181_shiny.png
Ampharos Mega,Ampharos,Ampharos Mega,0181,Mega,ampharos-mega,True,shiny,electric|dragon,"{""hp"": 90, ""attack"": 95, ""defense"": 105, ""special_attack"": 165, ""special_defense"": 110, ""speed"": 45}",Menu CP 0181-Mega shiny.png,Menu_CP_0181-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0181-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0181-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/b/b9/Menu_CP_0181-Mega_shiny.png
Azumarill,Azumarill,Azumarill,0184,,azumarill,True,shiny,water|fairy,"{""hp"": 100, ""attack"": 50, ""defense"": 80, ""special_attack"": 60, ""special_defense"": 80, ""speed"": 50}",Menu CP 0184 shiny.png,Menu_CP_0184_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0184_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0184_shiny.png,https://archives.bulbagarden.net/media/upload/3/34/Menu_CP_0184_shiny.png
Politoed,Politoed,Politoed,0186,,politoed,True,shiny,water,"{""hp"": 90, ""attack"": 75, ""defense"": 75, ""special_attack"": 90, ""special_defense"": 100, ""speed"": 70}",Menu CP 0186 shiny.png,Menu_CP_0186_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0186_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0186_shiny.png,https://archives.bulbagarden.net/media/upload/b/be/Menu_CP_0186_shiny.png
Espeon,Espeon,Espeon,0196,,espeon,True,shiny,psychic,"{""hp"": 65, ""attack"": 65, ""defense"": 60, ""special_attack"": 130, ""special_defense"": 95, ""speed"": 110}",Menu CP 0196 shiny.png,Menu_CP_0196_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0196_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0196_shiny.png,https://archives.bulbagarden.net/media/upload/4/4b/Menu_CP_0196_shiny.png
Umbreon,Umbreon,Umbreon,0197,,umbreon,True,shiny,dark,"{""hp"": 95, ""attack"": 65, ""defense"": 110, ""special_attack"": 60, ""special_defense"": 130, ""speed"": 65}",Menu CP 0197 shiny.png,Menu_CP_0197_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0197_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0197_shiny.png,https://archives.bulbagarden.net/media/upload/8/8a/Menu_CP_0197_shiny.png
Slowking,Slowking,Slowking,0199,,slowking,True,shiny,water|psychic,"{""hp"": 95, ""attack"": 75, ""defense"": 80, ""special_attack"": 100, ""special_defense"": 110, ""speed"": 30}",Menu CP 0199 shiny.png,Menu_CP_0199_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0199_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0199_shiny.png,https://archives.bulbagarden.net/media/upload/5/55/Menu_CP_0199_shiny.png
Slowking Galar,Slowking,Slowking Galar,0199,Galar,slowking-galar,True,shiny,poison|psychic,"{""hp"": 95, ""attack"": 65, ""defense"": 80, ""special_attack"": 110, ""special_defense"": 110, ""speed"": 30}",Menu CP 0199-Galar shiny.png,Menu_CP_0199-Galar_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0199-Galar_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0199-Galar_shiny.png,https://archives.bulbagarden.net/media/upload/4/44/Menu_CP_0199-Galar_shiny.png
Forretress,Forretress,Forretress,0205,,forretress,True,shiny,bug|steel,"{""hp"": 75, ""attack"": 90, ""defense"": 140, ""special_attack"": 60, ""special_defense"": 60, ""speed"": 40}",Menu CP 0205 shiny.png,Menu_CP_0205_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0205_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0205_shiny.png,https://archives.bulbagarden.net/media/upload/9/9a/Menu_CP_0205_shiny.png
Steelix,Steelix,Steelix,0208,,steelix,True,shiny,steel|ground,"{""hp"": 75, ""attack"": 85, ""defense"": 200, ""special_attack"": 55, ""special_defense"": 65, ""speed"": 30}",Menu CP 0208 shiny.png,Menu_CP_0208_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0208_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0208_shiny.png,https://archives.bulbagarden.net/media/upload/0/00/Menu_CP_0208_shiny.png
Steelix Mega,Steelix,Steelix Mega,0208,Mega,steelix-mega,True,shiny,steel|ground,"{""hp"": 75, ""attack"": 125, ""defense"": 230, ""special_attack"": 55, ""special_defense"": 95, ""speed"": 30}",Menu CP 0208-Mega shiny.png,Menu_CP_0208-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0208-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0208-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/a/a8/Menu_CP_0208-Mega_shiny.png
Scizor,Scizor,Scizor,0212,,scizor,True,shiny,bug|steel,"{""hp"": 70, ""attack"": 130, ""defense"": 100, ""special_attack"": 55, ""special_defense"": 80, ""speed"": 65}",Menu CP 0212 shiny.png,Menu_CP_0212_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0212_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0212_shiny.png,https://archives.bulbagarden.net/media/upload/e/ef/Menu_CP_0212_shiny.png
Scizor Mega,Scizor,Scizor Mega,0212,Mega,scizor-mega,True,shiny,bug|steel,"{""hp"": 70, ""attack"": 150, ""defense"": 140, ""special_attack"": 65, ""special_defense"": 100, ""speed"": 75}",Menu CP 0212-Mega shiny.png,Menu_CP_0212-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0212-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0212-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/3/3d/Menu_CP_0212-Mega_shiny.png
Heracross,Heracross,Heracross,0214,,heracross,True,shiny,bug|fighting,"{""hp"": 80, ""attack"": 125, ""defense"": 75, ""special_attack"": 40, ""special_defense"": 95, ""speed"": 85}",Menu CP 0214 shiny.png,Menu_CP_0214_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0214_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0214_shiny.png,https://archives.bulbagarden.net/media/upload/8/8b/Menu_CP_0214_shiny.png
Heracross Mega,Heracross,Heracross Mega,0214,Mega,heracross-mega,True,shiny,bug|fighting,"{""hp"": 80, ""attack"": 185, ""defense"": 115, ""special_attack"": 40, ""special_defense"": 105, ""speed"": 75}",Menu CP 0214-Mega shiny.png,Menu_CP_0214-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0214-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0214-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/0/07/Menu_CP_0214-Mega_shiny.png
Skarmory,Skarmory,Skarmory,0227,,skarmory,True,shiny,steel|flying,"{""hp"": 65, ""attack"": 80, ""defense"": 140, ""special_attack"": 40, ""special_defense"": 70, ""speed"": 70}",Menu CP 0227 shiny.png,Menu_CP_0227_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0227_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0227_shiny.png,https://archives.bulbagarden.net/media/upload/3/37/Menu_CP_0227_shiny.png
Skarmory Mega,Skarmory,Skarmory Mega,0227,Mega,skarmory-mega,True,shiny,steel|flying,"{""hp"": 65, ""attack"": 140, ""defense"": 110, ""special_attack"": 40, ""special_defense"": 100, ""speed"": 110}",Menu CP 0227-Mega shiny.png,Menu_CP_0227-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0227-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0227-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/b/bc/Menu_CP_0227-Mega_shiny.png
Houndoom,Houndoom,Houndoom,0229,,houndoom,True,shiny,dark|fire,"{""hp"": 75, ""attack"": 90, ""defense"": 50, ""special_attack"": 110, ""special_defense"": 80, ""speed"": 95}",Menu CP 0229 shiny.png,Menu_CP_0229_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0229_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0229_shiny.png,https://archives.bulbagarden.net/media/upload/5/5e/Menu_CP_0229_shiny.png
Houndoom Mega,Houndoom,Houndoom Mega,0229,Mega,houndoom-mega,True,shiny,dark|fire,"{""hp"": 75, ""attack"": 90, ""defense"": 90, ""special_attack"": 140, ""special_defense"": 90, ""speed"": 115}",Menu CP 0229-Mega shiny.png,Menu_CP_0229-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0229-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0229-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/2/28/Menu_CP_0229-Mega_shiny.png
Tyranitar,Tyranitar,Tyranitar,0248,,tyranitar,True,shiny,rock|dark,"{""hp"": 100, ""attack"": 134, ""defense"": 110, ""special_attack"": 95, ""special_defense"": 100, ""speed"": 61}",Menu CP 0248 shiny.png,Menu_CP_0248_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0248_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0248_shiny.png,https://archives.bulbagarden.net/media/upload/7/78/Menu_CP_0248_shiny.png
Tyranitar Mega,Tyranitar,Tyranitar Mega,0248,Mega,tyranitar-mega,True,shiny,rock|dark,"{""hp"": 100, ""attack"": 164, ""defense"": 150, ""special_attack"": 95, ""special_defense"": 120, ""speed"": 71}",Menu CP 0248-Mega shiny.png,Menu_CP_0248-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0248-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0248-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/7/74/Menu_CP_0248-Mega_shiny.png
Pelipper,Pelipper,Pelipper,0279,,pelipper,True,shiny,water|flying,"{""hp"": 60, ""attack"": 50, ""defense"": 100, ""special_attack"": 95, ""special_defense"": 70, ""speed"": 65}",Menu CP 0279 shiny.png,Menu_CP_0279_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0279_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0279_shiny.png,https://archives.bulbagarden.net/media/upload/8/85/Menu_CP_0279_shiny.png
Gardevoir,Gardevoir,Gardevoir,0282,,gardevoir,True,shiny,psychic|fairy,"{""hp"": 68, ""attack"": 65, ""defense"": 65, ""special_attack"": 125, ""special_defense"": 115, ""speed"": 80}",Menu CP 0282 shiny.png,Menu_CP_0282_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0282_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0282_shiny.png,https://archives.bulbagarden.net/media/upload/3/35/Menu_CP_0282_shiny.png
Gardevoir Mega,Gardevoir,Gardevoir Mega,0282,Mega,gardevoir-mega,True,shiny,psychic|fairy,"{""hp"": 68, ""attack"": 85, ""defense"": 65, ""special_attack"": 165, ""special_defense"": 135, ""speed"": 100}",Menu CP 0282-Mega shiny.png,Menu_CP_0282-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0282-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0282-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/b/bf/Menu_CP_0282-Mega_shiny.png
Sableye,Sableye,Sableye,0302,,sableye,True,shiny,dark|ghost,"{""hp"": 50, ""attack"": 75, ""defense"": 75, ""special_attack"": 65, ""special_defense"": 65, ""speed"": 50}",Menu CP 0302 shiny.png,Menu_CP_0302_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0302_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0302_shiny.png,https://archives.bulbagarden.net/media/upload/b/bf/Menu_CP_0302_shiny.png
Sableye Mega,Sableye,Sableye Mega,0302,Mega,sableye-mega,True,shiny,dark|ghost,"{""hp"": 50, ""attack"": 85, ""defense"": 125, ""special_attack"": 85, ""special_defense"": 115, ""speed"": 20}",Menu CP 0302-Mega shiny.png,Menu_CP_0302-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0302-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0302-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/9/91/Menu_CP_0302-Mega_shiny.png
Aggron,Aggron,Aggron,0306,,aggron,True,shiny,steel|rock,"{""hp"": 70, ""attack"": 110, ""defense"": 180, ""special_attack"": 60, ""special_defense"": 60, ""speed"": 50}",Menu CP 0306 shiny.png,Menu_CP_0306_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0306_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0306_shiny.png,https://archives.bulbagarden.net/media/upload/c/c8/Menu_CP_0306_shiny.png
Aggron Mega,Aggron,Aggron Mega,0306,Mega,aggron-mega,True,shiny,steel,"{""hp"": 70, ""attack"": 140, ""defense"": 230, ""special_attack"": 60, ""special_defense"": 80, ""speed"": 50}",Menu CP 0306-Mega shiny.png,Menu_CP_0306-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0306-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0306-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/0/0f/Menu_CP_0306-Mega_shiny.png
Medicham,Medicham,Medicham,0308,,medicham,True,shiny,fighting|psychic,"{""hp"": 60, ""attack"": 60, ""defense"": 75, ""special_attack"": 60, ""special_defense"": 75, ""speed"": 80}",Menu CP 0308 shiny.png,Menu_CP_0308_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0308_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0308_shiny.png,https://archives.bulbagarden.net/media/upload/c/cd/Menu_CP_0308_shiny.png
Medicham Mega,Medicham,Medicham Mega,0308,Mega,medicham-mega,True,shiny,fighting|psychic,"{""hp"": 60, ""attack"": 100, ""defense"": 85, ""special_attack"": 80, ""special_defense"": 85, ""speed"": 100}",Menu CP 0308-Mega shiny.png,Menu_CP_0308-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0308-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0308-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/f/fd/Menu_CP_0308-Mega_shiny.png
Manectric,Manectric,Manectric,0310,,manectric,True,shiny,electric,"{""hp"": 70, ""attack"": 75, ""defense"": 60, ""special_attack"": 105, ""special_defense"": 60, ""speed"": 105}",Menu CP 0310 shiny.png,Menu_CP_0310_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0310_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0310_shiny.png,https://archives.bulbagarden.net/media/upload/2/26/Menu_CP_0310_shiny.png
Manectric Mega,Manectric,Manectric Mega,0310,Mega,manectric-mega,True,shiny,electric,"{""hp"": 70, ""attack"": 75, ""defense"": 80, ""special_attack"": 135, ""special_defense"": 80, ""speed"": 135}",Menu CP 0310-Mega shiny.png,Menu_CP_0310-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0310-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0310-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/4/4e/Menu_CP_0310-Mega_shiny.png
Sharpedo,Sharpedo,Sharpedo,0319,,sharpedo,True,shiny,water|dark,"{""hp"": 70, ""attack"": 120, ""defense"": 40, ""special_attack"": 95, ""special_defense"": 40, ""speed"": 95}",Menu CP 0319 shiny.png,Menu_CP_0319_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0319_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0319_shiny.png,https://archives.bulbagarden.net/media/upload/b/be/Menu_CP_0319_shiny.png
Sharpedo Mega,Sharpedo,Sharpedo Mega,0319,Mega,sharpedo-mega,True,shiny,water|dark,"{""hp"": 70, ""attack"": 140, ""defense"": 70, ""special_attack"": 110, ""special_defense"": 65, ""speed"": 105}",Menu CP 0319-Mega shiny.png,Menu_CP_0319-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0319-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0319-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/9/90/Menu_CP_0319-Mega_shiny.png
Camerupt,Camerupt,Camerupt,0323,,camerupt,True,shiny,fire|ground,"{""hp"": 70, ""attack"": 100, ""defense"": 70, ""special_attack"": 105, ""special_defense"": 75, ""speed"": 40}",Menu CP 0323 shiny.png,Menu_CP_0323_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0323_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0323_shiny.png,https://archives.bulbagarden.net/media/upload/a/ad/Menu_CP_0323_shiny.png
Camerupt Mega,Camerupt,Camerupt Mega,0323,Mega,camerupt-mega,True,shiny,fire|ground,"{""hp"": 70, ""attack"": 120, ""defense"": 100, ""special_attack"": 145, ""special_defense"": 105, ""speed"": 20}",Menu CP 0323-Mega shiny.png,Menu_CP_0323-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0323-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0323-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/f/f2/Menu_CP_0323-Mega_shiny.png
Torkoal,Torkoal,Torkoal,0324,,torkoal,True,shiny,fire,"{""hp"": 70, ""attack"": 85, ""defense"": 140, ""special_attack"": 85, ""special_defense"": 70, ""speed"": 20}",Menu CP 0324 shiny.png,Menu_CP_0324_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0324_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0324_shiny.png,https://archives.bulbagarden.net/media/upload/b/b9/Menu_CP_0324_shiny.png
